name	score	s1	s2
biological_material_preprocessing_sam	0.92026234	ssd derived material from a single seed of a single plant belonging to accession ipk bcc number	ssd derived material from a single seed of a single plant belonging to accession ipk hor number
biological_material_preprocessing_sam	0.9058957	ssd derived material from a single seed of a single plant belonging to accession gat bcc number	ssd derived material from a single seed of a single plant belonging to accession ipk bcc number
biological_material_preprocessing_sam	0.87659067	ssd derived material from a single seed of a single plant belonging to accession b number	ssd derived material from a single seed of a single plant belonging to accession ipk hor number
biological_material_preprocessing_sam	0.92625093	ssd derived material from a single seed of a single plant belonging to accession b number	ssd derived material from a single seed of a single plant belonging to accession ipk bcc number
biological_material_preprocessing_sam	0.9175359	ssd derived material from a single seed of a single plant belonging to accession b number	ssd derived material from a single seed of a single plant belonging to accession gat bcc number
biological_material_preprocessing_sam	0.8957252	ssd derived material from a single seed of a single plant belonging to accession b number	ssd derived material from a single seed of a single plant
biological_material_preprocessing_sam	0.96525013	transgenic lines were generated by cloning of vhhgfp4-spop constructs into binary vector pcb301 and used for transformation of gl1 mutant ler-0 for each transformation at least number independent transgenic lines were selected three representative lin ...	transgenic lines were generated by cloning of nslmb-vhhgfp4 constructs into binary vector pcb301 and used for transformation of gl1 mutant ler-0 for each transformation at least number independent transgenic lines were selected three representative li ...
biological_material_preprocessing_sam	0.9692103	ssd derived material from a single seed of a single plant belonging to accession ipk hor number brg	ssd derived material from a single seed of a single plant belonging to accession ipk hor number
biological_material_preprocessing_sam	0.90569204	ssd derived material from a single seed of a single plant belonging to accession ipk hor number brg	ssd derived material from a single seed of a single plant belonging to accession ipk bcc number
biological_material_preprocessing_sam	0.85488594	ssd derived material from a single seed of a single plant belonging to accession ipk hor number brg	ssd derived material from a single seed of a single plant belonging to accession b number
biological_material_preprocessing_sam	0.8829596	ssd derived material from a single seed of a single plant belonging to accession tri number	ssd derived material from a single seed of a single plant belonging to accession ipk hor number
biological_material_preprocessing_sam	0.8819078	ssd derived material from a single seed of a single plant belonging to accession tri number	ssd derived material from a single seed of a single plant belonging to accession ipk bcc number
biological_material_preprocessing_sam	0.8703559	ssd derived material from a single seed of a single plant belonging to accession tri number	ssd derived material from a single seed of a single plant belonging to accession gat bcc number
biological_material_preprocessing_sam	0.86457443	ssd derived material from a single seed of a single plant belonging to accession tri number	ssd derived material from a single seed of a single plant
biological_material_preprocessing_sam	0.925864	ssd derived material from a single seed of a single plant belonging to accession tri number	ssd derived material from a single seed of a single plant belonging to accession b number
biological_material_preprocessing_sam	0.8960882	ssd derived material from a single seed of a single plant belonging to accession gat hor number	ssd derived material from a single seed of a single plant belonging to accession ipk hor number
biological_material_preprocessing_sam	0.85566235	ssd derived material from a single seed of a single plant belonging to accession gat hor number	ssd derived material from a single seed of a single plant belonging to accession ipk bcc number
biological_material_preprocessing_sam	0.9287367	ssd derived material from a single seed of a single plant belonging to accession gat hor number	ssd derived material from a single seed of a single plant belonging to accession gat bcc number
biological_material_preprocessing_sam	0.8967668	ssd derived material from a single seed of a single plant belonging to accession gat hor number	ssd derived material from a single seed of a single plant belonging to accession b number
biological_material_preprocessing_sam	0.8705794	ssd derived material from a single seed of a single plant belonging to accession gat hor number	ssd derived material from a single seed of a single plant belonging to accession ipk hor number brg
biological_material_preprocessing_sam	0.8967683	ssd derived material from a single seed of a single plant belonging to accession gat hor number	ssd derived material from a single seed of a single plant belonging to accession tri number
biological_material_preprocessing_sam	0.98802525	g2p_sol-projekt	g2p_sol projekt
biological_material_preprocessing_sam	0.9845883	g2p_sol_projekt	g2p_sol projekt
biological_material_preprocessing_sam	0.98916316	g2p_sol_projekt	g2p_sol-projekt
